[NOTUS TEXTFILE V3.3]
File Created: 26-nov-2019 16:17:27
Tow Date: 15-sep-2013 10:39:47


Transponder: C56S
Placement: Estribor

Code,Tiempo,Escalas(m),Datos1(Fa),Datos2(m),Latitude,Longitude,Sonda(m),Comment
D20C,11:06:06,738,9,---,---,---,---,---,
D20C,11:06:30,741,9,---,---,---,---,---,
D20C,11:06:53,738,8,Off,---,---,---,---,
D20C,11:07:22,---,---,---,---,---,---,
D20C,11:07:49,---,---,---,---,---,---,
D20C,11:08:12,739,9,Off,---,---,---,---,
D20C,11:08:40,---,---,---,---,---,---,
D20C,11:09:04,742,6,---,---,---,---,---,
D20C,11:09:28,738,6,Off,---,---,---,---,
D20C,11:09:56,---,---,---,---,---,---,
D20C,11:10:23,---,---,---,---,---,---,
D20C,11:10:47,738,4,---,---,---,---,---,
D20C,11:11:10,738,7,Off,---,---,---,---,
D20C,11:11:35,740,3,Off,---,---,---,---,
D20C,11:12:04,---,---,---,---,---,---,
D20C,11:12:30,---,---,---,---,---,---,
D20C,11:12:53,739,1,Off,---,---,---,---,
D20C,11:13:20,744,2,---,---,---,---,---,
D20C,11:13:43,739,7,Off,---,---,---,---,
D20C,11:14:08,739,1,Off,---,---,---,---,
D20C,11:14:33,738,7,Off,---,---,---,---,
D20C,11:15:02,---,---,---,---,---,---,
D20C,11:15:28,---,---,---,---,---,---,
D20C,11:15:51,739,2,Off,---,---,---,---,
D20C,11:16:20,---,---,---,---,---,---,
D20C,11:16:46,---,---,---,---,---,---,
D20C,11:17:09,738,4,Off,---,---,---,---,
D20C,11:17:34,738,4,Off,---,---,---,---,
D20C,11:17:59,738,2,Off,---,---,---,---,
D20C,11:18:28,---,---,---,---,---,---,
D20C,11:18:51,739,0,Off,---,---,---,---,
D20C,11:19:17,744,9,---,---,---,---,---,
D20C,11:19:41,739,4,Off,---,---,---,---,
D20C,11:20:06,738,6,Off,---,---,---,---,
D20C,11:20:34,---,---,---,---,---,---,
D20C,11:20:57,739,1,Off,---,---,---,---,
D20C,11:21:26,---,---,---,---,---,---,
D20C,11:21:50,738,7,---,---,---,---,---,
D20C,11:22:13,739,6,Off,---,---,---,---,
D20C,11:22:38,738,4,Off,---,---,---,---,
D20C,11:23:03,738,8,Off,---,---,---,---,
D20C,11:23:28,738,8,Off,---,---,---,---,
D20C,11:23:54,737,9,Off,---,---,---,---,
D20C,11:24:19,738,7,Off,---,---,---,---,
D20C,11:24:44,739,0,Off,---,---,---,---,
D20C,11:25:09,738,9,Off,---,---,---,---,
D20C,11:25:34,739,6,Off,---,---,---,---,
D20C,11:26:03,---,---,---,---,---,---,
D20C,11:26:26,738,7,Off,---,---,---,---,
D20C,11:26:52,738,9,---,---,---,---,---,
D20C,11:27:15,739,2,Off,---,---,---,---,
D20C,11:27:40,740,0,Off,---,---,---,---,
D20C,11:28:05,739,9,Off,---,---,---,---,
D20C,11:28:30,739,6,Off,---,---,---,---,
D20C,11:28:55,739,4,Off,---,---,---,---,
D20C,11:29:21,739,0,Off,---,---,---,---,
D20C,11:29:46,739,9,Off,---,---,---,---,
D20C,11:30:11,739,5,Off,---,---,---,---,
D20C,11:30:36,740,1,Off,---,---,---,---,
D20C,11:31:01,739,9,Off,---,---,---,---,
D20C,11:31:26,740,9,Off,---,---,---,---,
D20C,11:31:55,---,---,---,---,---,---,
D20C,11:32:18,740,7,Off,---,---,---,---,
D20C,11:32:43,739,7,Off,---,---,---,---,
D20C,11:33:08,739,7,Off,---,---,---,---,
D20C,11:33:33,740,2,Off,---,---,---,---,
D20C,11:33:58,740,3,Off,---,---,---,---,
D20C,11:34:23,740,3,Off,---,---,---,---,
D20C,11:34:48,740,4,Off,---,---,---,---,
D20C,11:35:13,740,3,Off,---,---,---,---,
D20C,11:35:38,740,7,Off,---,---,---,---,
D20C,11:36:04,740,4,Off,---,---,---,---,
D20C,11:36:29,740,4,Off,---,---,---,---,
D20C,11:36:54,740,6,Off,---,---,---,---,
D20C,11:37:19,740,4,Off,---,---,---,---,
D20C,11:37:44,740,7,Off,---,---,---,---,
D20C,11:38:09,740,4,Off,---,---,---,---,
D20C,11:38:34,740,1,Off,---,---,---,---,
D20C,11:38:57,740,4,Off,---,---,---,---,
D20C,11:39:23,740,2,Off,---,---,---,---,
D20C,11:39:48,740,7,Off,---,---,---,---,
D20C,11:40:13,740,6,Off,---,---,---,---,
D20C,11:40:38,740,7,Off,---,---,---,---,
D20C,11:41:03,740,6,Off,---,---,---,---,
D20C,11:41:28,741,6,Off,---,---,---,---,
D20C,11:41:53,740,9,Off,---,---,---,---,
D20C,11:42:18,740,1,Off,---,---,---,---,
D20C,11:42:43,739,9,Off,---,---,---,---,
D20C,11:43:08,739,9,Off,---,---,---,---,
D20C,11:43:34,740,0,Off,---,---,---,---,
D20C,11:43:59,741,1,Off,---,---,---,---,
D20C,11:44:24,739,7,Off,---,---,---,---,
D20C,11:44:49,740,3,Off,---,---,---,---,
D20C,11:45:14,739,8,Off,---,---,---,---,
D20C,11:45:39,741,9,Off,---,---,---,---,
D20C,11:46:04,740,1,Off,---,---,---,---,
D20C,11:46:29,740,7,Off,---,---,---,---,
D20C,11:46:54,741,5,Off,---,---,---,---,
D20C,11:47:19,740,6,Off,---,---,---,---,
D20C,11:47:45,740,1,On,---,---,---,---,
D20C,11:48:09,740,1,Off,---,---,---,---,
D20C,11:48:34,741,6,Off,---,---,---,---,
D20C,11:48:59,---,---,---,---,---,---,
D20C,11:49:24,766,3,Off,---,---,---,---,
D20C,11:49:49,766,4,Off,---,---,---,---,
D20C,11:50:15,767,4,Off,---,---,---,---,
D20C,11:50:40,765,2,Off,---,---,---,---,
D20C,11:51:05,765,7,Off,---,---,---,---,
D20C,11:51:30,766,4,Off,---,---,---,---,
D20C,11:51:55,766,5,Off,---,---,---,---,
D20C,11:52:20,766,9,Off,---,---,---,---,
D20C,11:52:45,765,8,Off,---,---,---,---,
D20C,11:53:14,---,---,---,---,---,---,
D20C,11:53:38,770,0,---,---,---,---,---,
D20C,11:54:01,767,0,Off,---,---,---,---,
D20C,11:54:26,766,2,Off,---,---,---,---,
D20C,11:54:51,766,3,Off,---,---,---,---,
D20C,11:55:16,766,6,Off,---,---,---,---,
D20C,11:55:39,766,7,Off,---,---,---,---,
D20C,11:56:04,767,2,Off,---,---,---,---,
D20C,11:56:29,767,9,Off,---,---,---,---,
D20C,11:56:54,766,7,Off,---,---,---,---,
D20C,11:57:20,761,9,Off,---,---,---,---,
D20C,11:57:46,766,3,On,---,---,---,---,
D20C,11:58:10,766,9,Off,---,---,---,---,
D20C,11:58:35,766,6,Off,---,---,---,---,
D20C,11:59:04,---,---,---,---,---,---,
D20C,11:59:26,766,5,Off,---,---,---,---,
D20C,11:59:52,766,6,Off,---,---,---,---,
D20C,12:00:17,767,1,Off,---,---,---,---,
D20C,12:00:42,766,8,Off,---,---,---,---,
D20C,12:01:07,766,9,Off,---,---,---,---,
D20C,12:01:32,766,5,Off,---,---,---,---,
D20C,12:02:01,---,---,---,---,---,---,
D20C,12:02:24,768,4,Off,---,---,---,---,
D20C,12:02:49,767,2,Off,---,---,---,---,
D20C,12:03:14,767,2,Off,---,---,---,---,
D20C,12:03:40,770,6,---,---,---,---,---,
D20C,12:04:07,---,---,---,---,---,---,
D20C,12:04:30,767,6,Off,---,---,---,---,
D20C,12:04:55,767,2,Off,---,---,---,---,
D20C,12:05:23,---,---,---,---,---,---,
D20C,12:05:46,768,4,Off,---,---,---,---,
D20C,12:06:12,767,6,On,---,---,---,---,
D20C,12:06:36,753,7,Off,---,---,---,---,
D20C,12:07:05,---,---,---,---,---,---,
D20C,12:07:32,---,---,---,---,---,---,
D20C,12:08:01,---,---,---,---,---,---,
D20C,12:08:28,---,---,---,---,---,---,
D20C,12:08:50,570,4,Off,---,---,---,---,
D20C,12:09:15,536,8,Off,---,---,---,---,
D20C,12:09:44,---,---,---,---,---,---,
D20C,12:10:11,---,---,---,---,---,---,
D20C,12:10:37,---,---,---,---,---,---,
D20C,12:11:00,395,0,Off,---,---,---,---,
D20C,12:11:25,357,7,Off,---,---,---,---,
D20C,12:11:50,327,0,Off,---,---,---,---,
D20C,12:12:15,292,0,Off,---,---,---,---,
D20C,12:12:40,257,8,Off,---,---,---,---,
D20C,12:13:05,226,0,Off,---,---,---,---,
D20C,12:13:30,201,3,Off,---,---,---,---,
D20C,12:13:55,184,3,Off,---,---,---,---,
D20C,12:14:20,172,2,Off,---,---,---,---,
D20C,12:14:45,162,0,Off,---,---,---,---,
D20C,12:15:10,148,1,Off,---,---,---,---,
D20C,12:15:38,145,5,Off,---,---,---,---,
D20C,12:16:06,142,2,Off,---,---,---,---,
D20C,12:16:34,124,3,Off,---,---,---,---,
D20C,12:17:02,106,6,Off,---,---,---,---,
D20C,12:17:30,103,3,Off,---,---,---,---,
D20C,12:17:57,76,4,Off,---,---,---,---,
D20C,12:18:25,59,2,Off,---,---,---,---,
D20C,12:18:53,60,5,Off,---,---,---,---,
D20C,12:19:26,---,---,---,---,---,---,
D20C,12:19:51,54,9,Off,---,---,---,---,
D20C,12:20:23,---,---,---,---,---,---,
D20C,12:20:48,44,3,Off,---,---,---,---,
D20C,12:21:13,37,4,Off,---,---,---,---,
D20C,12:21:41,35,1,Off,---,---,---,---,
D20C,12:22:09,28,7,Off,---,---,---,---,
D20C,12:22:42,---,---,---,---,---,---,
D20C,12:23:05,18,0,Off,---,---,---,---,
D20C,12:23:33,12,1,Off,---,---,---,---,
D20C,12:24:01,9,4,Off,---,---,---,---,
D20C,12:24:29,9,1,Off,---,---,---,---,
D20C,12:25:01,---,---,---,---,---,---,
D20C,12:25:26,8,8,Off,---,---,---,---,
D20C,12:25:59,---,---,---,---,---,---,
D20C,12:26:28,---,---,---,---,---,---,
D20C,12:26:58,---,---,---,---,---,---,
D20C,12:27:27,---,---,---,---,---,---,
D20C,12:27:52,7,4,Off,---,---,---,---,
D20C,12:28:24,---,---,---,---,---,---,
D20C,12:28:54,---,---,---,---,---,---,
D20C,12:29:23,---,---,---,---,---,---,
D20C,12:29:52,---,---,---,---,---,---,
D20C,12:30:22,---,---,---,---,---,---,
D20C,12:30:51,---,---,---,---,---,---,
D20C,12:31:21,---,---,---,---,---,---,
D20C,12:31:50,---,---,---,---,---,---,
D20C,12:32:19,---,---,---,---,---,---,
D20C,12:32:49,---,---,---,---,---,---,
D20C,12:33:18,---,---,---,---,---,---,
D20C,12:33:48,---,---,---,---,---,---,
D20C,12:34:17,---,---,---,---,---,---,
D20C,12:34:46,---,---,---,---,---,---,
D20C,12:35:16,---,---,---,---,---,---,
D20C,12:35:45,---,---,---,---,---,---,
D20C,12:36:10,106,2,Off,---,---,---,---,
D20C,12:36:38,150,6,Off,---,---,---,---,
D20C,12:37:09,---,---,---,---,---,---,
D20C,12:37:35,---,---,---,---,---,---,
D20C,12:38:02,---,---,---,---,---,---,
D20C,12:38:28,---,---,---,---,---,---,
D20C,12:38:55,---,---,---,---,---,---,
D20C,12:39:21,---,---,---,---,---,---,
D20C,12:39:48,---,---,---,---,---,---,
D20C,12:40:15,---,---,---,---,---,---,
D20C,12:40:40,---,---,---,---,---,---,
D20C,12:41:10,---,---,---,---,---,---,
D20C,12:41:38,---,---,---,---,---,---,
D20C,12:42:02,---,---,---,---,---,---,
D20C,12:42:29,---,---,---,---,---,---,
D20C,12:42:55,---,---,---,---,---,---,
D20C,12:43:18,806,9,Off,---,---,---,---,
D20C,12:43:43,805,9,Off,---,---,---,---,
D20C,12:44:08,809,9,Off,---,---,---,---,
D20C,12:44:37,---,---,---,---,---,---,
D20C,12:45:00,811,5,Off,---,---,---,---,
D20C,12:45:25,812,4,Off,---,---,---,---,
D20C,12:45:50,812,0,Off,---,---,---,---,
D20C,12:46:16,815,0,---,---,---,---,---,
D20C,12:46:39,814,0,Off,---,---,---,---,
D20C,12:47:08,---,---,---,---,---,---,
D20C,12:47:31,811,3,Off,---,---,---,---,
D20C,12:47:56,811,5,Off,---,---,---,---,
D20C,12:48:25,---,---,---,---,---,---,
D20C,12:48:49,811,2,---,---,---,---,---,
D20C,12:49:12,811,4,Off,---,---,---,---,
D20C,12:49:37,814,2,Off,---,---,---,---,
D20C,12:50:06,---,---,---,---,---,---,
D20C,12:50:29,813,3,Off,---,---,---,---,
D20C,12:50:57,---,---,---,---,---,---,
D20C,12:51:24,---,---,---,---,---,---,
D20C,12:51:47,811,6,Off,---,---,---,---,
D20C,12:52:12,811,2,Off,---,---,---,---,
D20C,12:52:41,---,---,---,---,---,---,
D20C,12:53:07,---,---,---,---,---,---,
D20C,12:53:30,811,3,Off,---,---,---,---,
D20C,12:53:55,810,9,Off,---,---,---,---,
D20C,12:54:24,---,---,---,---,---,---,
D20C,12:54:48,813,9,---,---,---,---,---,
D20C,12:55:11,811,9,Off,---,---,---,---,
D20C,12:55:36,811,5,Off,---,---,---,---,
D20C,12:56:03,812,4,---,---,---,---,---,
D20C,12:56:26,812,1,Off,---,---,---,---,
D20C,12:56:51,813,1,Off,---,---,---,---,
D20C,12:57:17,816,2,---,---,---,---,---,
D20C,12:57:40,812,3,Off,---,---,---,---,
D20C,12:58:05,811,9,Off,---,---,---,---,
D20C,12:58:30,812,1,Off,---,---,---,---,
D20C,12:58:59,---,---,---,---,---,---,
D20C,12:59:22,812,4,Off,---,---,---,---,
D20C,12:59:47,812,6,Off,---,---,---,---,
D20C,13:00:12,813,1,Off,---,---,---,---,
D20C,13:00:37,813,2,Off,---,---,---,---,
D20C,13:01:03,812,8,Off,---,---,---,---,
D20C,13:01:28,813,6,Off,---,---,---,---,
D20C,13:01:56,---,---,---,---,---,---,
D20C,13:02:19,813,1,Off,---,---,---,---,
D20C,13:02:44,813,2,Off,---,---,---,---,
D20C,13:03:09,813,8,Off,---,---,---,---,
D20C,13:03:35,813,4,Off,---,---,---,---,
D20C,13:04:00,814,7,Off,---,---,---,---,
D20C,13:04:29,---,---,---,---,---,---,
D20C,13:04:55,---,---,---,---,---,---,
D20C,13:05:18,813,5,Off,---,---,---,---,
D20C,13:05:43,813,8,Off,---,---,---,---,
D20C,13:06:09,814,0,---,---,---,---,---,
D20C,13:06:34,818,6,---,---,---,---,---,
D20C,13:07:01,---,---,---,---,---,---,
D20C,13:07:27,---,---,---,---,---,---,
D20C,13:07:54,---,---,---,---,---,---,
D20C,13:08:17,813,8,Off,---,---,---,---,
D20C,13:08:45,---,---,---,---,---,---,
D20C,13:09:08,812,8,Off,---,---,---,---,
D20C,13:09:33,819,2,Off,---,---,---,---,
D20C,13:09:58,813,4,Off,---,---,---,---,
D20C,13:10:24,813,8,Off,---,---,---,---,
D20C,13:10:50,813,9,---,---,---,---,---,
D20C,13:11:17,---,---,---,---,---,---,
D20C,13:11:39,814,2,Off,---,---,---,---,
D20C,13:12:05,813,6,Off,---,---,---,---,
D20C,13:12:30,813,8,Off,---,---,---,---,
D20C,13:12:55,816,8,Off,---,---,---,---,
D20C,13:13:20,814,0,Off,---,---,---,---,
D20C,13:13:45,814,2,Off,---,---,---,---,
D20C,13:14:10,814,2,Off,---,---,---,---,
D20C,13:14:35,815,9,Off,---,---,---,---,
D20C,13:15:00,817,4,Off,---,---,---,---,
D20C,13:15:25,814,7,Off,---,---,---,---,
D20C,13:15:50,816,2,Off,---,---,---,---,
D20C,13:16:15,814,6,Off,---,---,---,---,
D20C,13:16:40,813,7,Off,---,---,---,---,
D20C,13:17:05,813,8,Off,---,---,---,---,
D20C,13:17:30,813,6,Off,---,---,---,---,
D20C,13:17:57,814,0,---,---,---,---,---,
D20C,13:18:21,813,9,---,---,---,---,---,
D20C,13:18:44,813,5,Off,---,---,---,---,
D20C,13:19:13,---,---,---,---,---,---,
D20C,13:19:36,814,2,Off,---,---,---,---,
D20C,13:20:04,---,---,---,---,---,---,
D20C,13:20:31,---,---,---,---,---,---,
D20C,13:20:58,---,---,---,---,---,---,
D20C,13:21:24,---,---,---,---,---,---,
D20C,13:21:51,---,---,---,---,---,---,
D20C,13:22:17,---,---,---,---,---,---,
D20C,13:22:41,813,7,---,---,---,---,---,
D20C,13:23:04,814,7,Off,---,---,---,---,
D20C,13:23:31,815,0,---,---,---,---,---,
D20C,13:23:54,813,4,Off,---,---,---,---,
D20C,13:24:19,814,2,Off,---,---,---,---,
D20C,13:24:48,---,---,---,---,---,---,
D20C,13:25:14,---,---,---,---,---,---,
D20C,13:25:41,---,---,---,---,---,---,
D20C,13:26:07,---,---,---,---,---,---,
D20C,13:26:34,---,---,---,---,---,---,
D20C,13:27:00,---,---,---,---,---,---,
D20C,13:27:27,---,---,---,---,---,---,
D20C,13:27:51,816,9,---,---,---,---,---,
D20C,13:28:14,817,3,Off,---,---,---,---,
D20C,13:28:43,---,---,---,---,---,---,
D20C,13:29:09,---,---,---,---,---,---,
D20C,13:29:32,813,9,Off,---,---,---,---,
D20C,13:29:57,814,2,Off,---,---,---,---,
D20C,13:30:22,814,2,Off,---,---,---,---,
D20C,13:30:47,814,6,Off,---,---,---,---,
D20C,13:31:16,---,---,---,---,---,---,
D20C,13:31:39,814,6,Off,---,---,---,---,
D20C,13:32:05,815,1,---,---,---,---,---,
D20C,13:32:28,814,3,Off,---,---,---,---,
D20C,13:32:53,813,8,Off,---,---,---,---,
D20C,13:33:20,813,9,---,---,---,---,---,
D20C,13:33:44,813,7,---,---,---,---,---,
D20C,13:34:07,813,5,Off,---,---,---,---,
D20C,13:34:32,813,8,Off,---,---,---,---,
D20C,13:35:01,---,---,---,---,---,---,
D20C,13:35:28,---,---,---,---,---,---,
D20C,13:35:50,813,9,Off,---,---,---,---,
D20C,13:36:16,816,4,Off,---,---,---,---,
D20C,13:36:41,814,6,Off,---,---,---,---,
D20C,13:37:06,813,8,Off,---,---,---,---,
D20C,13:37:31,814,6,Off,---,---,---,---,
D20C,13:37:56,813,8,Off,---,---,---,---,
D20C,13:38:25,---,---,---,---,---,---,
D20C,13:38:48,813,7,Off,---,---,---,---,
D20C,13:39:15,---,---,---,---,---,---,
D20C,13:39:39,813,9,---,---,---,---,---,
D20C,13:40:06,---,---,---,---,---,---,
D20C,13:40:29,813,9,Off,---,---,---,---,
D20C,13:40:54,813,7,Off,---,---,---,---,
D20C,13:41:19,813,9,Off,---,---,---,---,
D20C,13:41:44,815,3,Off,---,---,---,---,
D20C,13:42:10,813,8,Off,---,---,---,---,
D20C,13:42:35,813,6,Off,---,---,---,---,
D20C,13:43:00,814,0,Off,---,---,---,---,
D20C,13:43:25,814,3,Off,---,---,---,---,
D20C,13:43:50,814,2,Off,---,---,---,---,
D20C,13:44:15,813,7,Off,---,---,---,---,
D20C,13:44:40,813,9,Off,---,---,---,---,
D20C,13:45:09,---,---,---,---,---,---,
D20C,13:45:33,817,1,---,---,---,---,---,
D20C,13:45:56,814,1,Off,---,---,---,---,
D20C,13:46:21,813,9,Off,---,---,---,---,
D20C,13:46:50,---,---,---,---,---,---,
D20C,13:47:13,815,0,Off,---,---,---,---,
D20C,13:47:41,---,---,---,---,---,---,
D20C,13:48:08,---,---,---,---,---,---,
D20C,13:48:31,814,7,Off,---,---,---,---,
D20C,13:48:56,814,4,Off,---,---,---,---,
D20C,13:49:22,815,1,---,---,---,---,---,
D20C,13:49:49,---,---,---,---,---,---,
D20C,13:50:12,814,4,Off,---,---,---,---,
D20C,13:50:37,814,7,Off,---,---,---,---,
D20C,13:51:02,814,9,Off,---,---,---,---,
D20C,13:51:27,815,1,Off,---,---,---,---,
D20C,13:51:56,---,---,---,---,---,---,
D20C,13:52:22,---,---,---,---,---,---,
D20C,13:52:46,814,9,---,---,---,---,---,
D20C,13:53:10,---,---,---,---,---,---,
D20C,13:53:34,814,7,---,---,---,---,---,
D20C,13:54:01,---,---,---,---,---,---,
D20C,13:54:24,815,1,Off,---,---,---,---,
D20C,13:54:49,814,6,Off,---,---,---,---,
D20C,13:55:17,---,---,---,---,---,---,
D20C,13:55:44,---,---,---,---,---,---,
D20C,13:56:07,814,7,Off,---,---,---,---,
D20C,13:56:32,814,7,Off,---,---,---,---,
D20C,13:56:57,814,1,Off,---,---,---,---,
D20C,13:57:23,814,0,---,---,---,---,---,
D20C,13:57:50,---,---,---,---,---,---,
D20C,13:58:16,---,---,---,---,---,---,
D20C,13:58:43,---,---,---,---,---,---,
D20C,13:59:09,---,---,---,---,---,---,
D20C,13:59:36,---,---,---,---,---,---,
D20C,13:59:57,815,8,---,---,---,---,---,
D20C,14:00:22,815,0,---,---,---,---,---,
D20C,14:00:45,814,7,Off,---,---,---,---,
D20C,14:01:11,815,1,---,---,---,---,---,
D20C,14:01:34,815,9,Off,---,---,---,---,
D20C,14:02:01,815,0,---,---,---,---,---,
D20C,14:02:25,819,0,---,---,---,---,---,
D20C,14:02:48,814,2,Off,---,---,---,---,
D20C,14:03:17,---,---,---,---,---,---,
D20C,14:03:40,812,3,Off,---,---,---,---,
D20C,14:04:08,---,---,---,---,---,---,
D20C,14:04:35,---,---,---,---,---,---,
D20C,14:05:05,---,---,---,---,---,---,
D20C,14:05:33,---,---,---,---,---,---,
D20C,14:06:02,---,---,---,---,---,---,
D20C,14:06:29,---,---,---,---,---,---,
D20C,14:06:55,---,---,---,---,---,---,
D20C,14:07:23,---,---,---,---,---,---,
D20C,14:07:50,---,---,---,---,---,---,
D20C,14:08:12,---,---,---,---,---,---,
D20C,14:08:41,---,---,---,---,---,---,
D20C,14:09:05,397,9,Off,---,---,---,---,
D20C,14:09:31,363,9,Off,---,---,---,---,
D20C,14:09:56,332,4,Off,---,---,---,---,
D20C,14:10:26,---,---,---,---,---,---,
D20C,14:10:48,266,2,Off,---,---,---,---,
D20C,14:11:13,240,1,Off,---,---,---,---,
D20C,14:11:38,219,0,Off,---,---,---,---,
D20C,14:12:03,203,9,Off,---,---,---,---,
D20C,14:12:28,188,9,Off,---,---,---,---,
D20C,14:12:53,172,2,Off,---,---,---,---,
D20C,14:13:23,---,---,---,---,---,---,
D20C,14:13:45,144,0,Off,---,---,---,---,
D20C,14:14:12,145,2,Off,---,---,---,---,
D20C,14:14:40,140,3,Off,---,---,---,---,
D20C,14:15:08,124,1,Off,---,---,---,---,
D20C,14:15:36,103,6,Off,---,---,---,---,
D20C,14:16:04,102,5,Off,---,---,---,---,
D20C,14:16:32,77,0,Off,---,---,---,---,
D20C,14:17:01,65,3,---,---,---,---,---,
D20C,14:17:31,---,---,---,---,---,---,
D20C,14:18:01,---,---,---,---,---,---,
D20C,14:18:30,---,---,---,---,---,---,
D20C,14:18:59,---,---,---,---,---,---,
D20C,14:19:29,---,---,---,---,---,---,
D20C,14:19:58,---,---,---,---,---,---,
D20C,14:20:25,---,---,---,---,---,---,
D20C,14:20:55,---,---,---,---,---,---,
D20C,14:21:24,---,---,---,---,---,---,
D20C,14:21:54,---,---,---,---,---,---,
D20C,14:22:23,---,---,---,---,---,---,
D20C,14:22:52,---,---,---,---,---,---,
D20C,14:23:22,---,---,---,---,---,---,
D20C,14:23:51,---,---,---,---,---,---,
D20C,14:24:20,---,---,---,---,---,---,
D20C,14:24:45,7,5,Off,---,---,---,---,
D20C,14:25:13,8,4,Off,---,---,---,---,
D20C,14:25:40,8,0,Off,---,---,---,---,
D20C,14:26:12,---,---,---,---,---,---,
D20C,14:26:42,---,---,---,---,---,---,
D20C,14:27:11,---,---,---,---,---,---,
D20C,14:27:36,6,5,Off,---,---,---,---,
D20C,14:28:09,---,---,---,---,---,---,
D20C,14:28:38,---,---,---,---,---,---,
D20C,14:29:07,---,---,---,---,---,---,
D20C,14:29:37,---,---,---,---,---,---,
D20C,14:30:01,7,2,Off,---,---,---,---,
D20C,14:30:34,---,---,---,---,---,---,
D20C,14:31:03,---,---,---,---,---,---,
D20C,14:31:33,---,---,---,---,---,---,
D20C,14:32:02,---,---,---,---,---,---,
D20C,14:32:27,7,5,Off,---,---,---,---,
D20C,14:33:00,---,---,---,---,---,---,
D20C,14:33:29,---,---,---,---,---,---,
D20C,14:33:58,---,---,---,---,---,---,
D20C,14:34:28,---,---,---,---,---,---,
D20C,14:34:57,---,---,---,---,---,---,
D20C,14:35:22,8,1,Off,---,---,---,---,
D20C,14:35:53,---,---,---,---,---,---,
D20C,14:36:22,---,---,---,---,---,---,
D20C,14:36:52,---,---,---,---,---,---,
D20C,14:37:21,---,---,---,---,---,---,
D20C,14:37:51,---,---,---,---,---,---,
D20C,14:38:15,7,4,Off,---,---,---,---,
D20C,14:38:48,---,---,---,---,---,---,
D20C,14:39:17,---,---,---,---,---,---,
D20C,14:39:42,7,4,Off,---,---,---,---,
D20C,14:40:15,---,---,---,---,---,---,
D20C,14:40:44,---,---,---,---,---,---,
D20C,14:41:13,---,---,---,---,---,---,
D20C,14:41:43,---,---,---,---,---,---,
D20C,14:42:12,---,---,---,---,---,---,
D20C,14:42:42,---,---,---,---,---,---,
D20C,14:43:11,---,---,---,---,---,---,
D20C,14:43:40,---,---,---,---,---,---,
D20C,14:44:10,---,---,---,---,---,---,
D20C,14:44:39,---,---,---,---,---,---,
D20C,14:45:08,---,---,---,---,---,---,
D20C,14:45:38,---,---,---,---,---,---,
D20C,14:46:07,---,---,---,---,---,---,
D20C,14:46:37,---,---,---,---,---,---,
D20C,14:47:06,---,---,---,---,---,---,
D20C,14:47:35,---,---,---,---,---,---,
D20C,14:48:04,2134,5,---,---,---,---,---,
D20C,14:48:33,---,---,---,---,---,---,
D20C,14:49:03,---,---,---,---,---,---,
D20C,14:49:32,---,---,---,---,---,---,
D20C,14:50:02,---,---,---,---,---,---,
D20C,14:50:31,---,---,---,---,---,---,
D20C,14:50:58,---,---,---,---,---,---,
D20C,14:51:27,---,---,---,---,---,---,
D20C,14:51:57,---,---,---,---,---,---,
D20C,14:52:26,---,---,---,---,---,---,
D20C,14:52:55,---,---,---,---,---,---,
D20C,14:53:25,---,---,---,---,---,---,
D20C,14:53:54,---,---,---,---,---,---,
D20C,14:54:24,---,---,---,---,---,---,
D20C,14:54:53,---,---,---,---,---,---,
D20C,14:55:22,---,---,---,---,---,---,
D20C,14:55:52,---,---,---,---,---,---,
D20C,14:56:21,---,---,---,---,---,---,
D20C,14:56:50,---,---,---,---,---,---,
D20C,14:57:20,---,---,---,---,---,---,
D20C,14:57:49,---,---,---,---,---,---,
D20C,14:58:19,---,---,---,---,---,---,
D20C,14:58:48,---,---,---,---,---,---,
D20C,14:59:17,---,---,---,---,---,---,
D20C,14:59:47,---,---,---,---,---,---,
D20C,15:00:16,---,---,---,---,---,---,
D20C,15:00:46,---,---,---,---,---,---,
D20C,15:01:15,---,---,---,---,---,---,
D20C,15:01:44,---,---,---,---,---,---,
D20C,15:02:14,---,---,---,---,---,---,
D20C,15:02:43,---,---,---,---,---,---,
D20C,15:03:12,---,---,---,---,---,---,
D20C,15:03:42,---,---,---,---,---,---,
D20C,15:04:11,---,---,---,---,---,---,
D20C,15:04:41,---,---,---,---,---,---,
D20C,15:05:10,---,---,---,---,---,---,
D20C,15:05:39,---,---,---,---,---,---,
D20C,15:06:06,870,1,---,---,---,---,---,
D20C,15:06:36,---,---,---,---,---,---,
D20C,15:07:05,---,---,---,---,---,---,
D20C,15:07:35,---,---,---,---,---,---,
D20C,15:08:05,---,---,---,---,---,---,
D20C,15:08:34,---,---,---,---,---,---,
D20C,15:09:03,---,---,---,---,---,---,
D20C,15:09:33,---,---,---,---,---,---,
D20C,15:10:02,---,---,---,---,---,---,
D20C,15:10:32,---,---,---,---,---,---,
D20C,15:11:01,---,---,---,---,---,---,
D20C,15:11:30,---,---,---,---,---,---,
D20C,15:12:00,---,---,---,---,---,---,
D20C,15:12:29,---,---,---,---,---,---,
D20C,15:12:59,---,---,---,---,---,---,
D20C,15:13:28,---,---,---,---,---,---,
D20C,15:13:57,---,---,---,---,---,---,
D20C,15:14:27,---,---,---,---,---,---,
